assets,liabilities,income,credit_score,mortgage,status
0.21085933994821096,0.4528654325371546,0.28136746009933805,0.6280387916106287,0.302681967156299,deny
0.3950181027542783,0.661153373278124,0.33062198559628997,0.6384389639651932,0.5028312245721313,approve
0.2911861151824541,0.5934319962194496,0.4384364797943515,0.4348626807989513,0.31557397387313335,approve
0.45863962106477135,0.5761560448898391,0.7441667186769703,0.2913239674694632,0.3948907838377471,approve
0.46347017492421805,0.29241359868302375,0.48988745304880876,0.8113844659312393,0.5666052895919067,approve
0.201576431939999,0.33323676341448893,0.5186997335742277,0.42610076276849107,0.18739798551874678,deny
0.4914367458556694,0.6105386394371732,0.49964818464891886,0.5946817268963692,0.5574559895931485,deny
0.27054902719978674,0.4146547301966893,0.46161552116263366,0.516731904008688,0.2996419314328798,deny
0.30583330542050013,0.25254709714179047,0.6773859847028647,0.4267919271583171,0.2619753335280941,deny
0.3756571490162663,0.2929473526377545,0.6653859726134248,0.4960274098478634,0.35835931593162806,deny
0.4603466941396055,0.400882962825987,0.5600781191616373,0.6429529891092014,0.5127084598425748,approve
0.5639204018714767,0.341522684393499,0.7354228174647837,0.6070625820584078,0.5751658335139551,approve
0.5225387164001893,0.5612649219970458,0.6216101674728058,0.5256262820507356,0.5457970526148112,deny
0.4599073947519052,0.3392883652313901,0.6574797611969048,0.573607114791202,0.4716956289468833,approve
0.46515163294016043,0.25839647101525687,0.5055707711011137,0.8204975386924332,0.5656361935625249,approve
0.41924267025929385,0.5623113683230241,0.5383714280086297,0.496840538752682,0.44551678214338863,approve
0.15937283953807158,0.58823391478187,0.4430500320869969,0.2720094570039495,0.13310740125502624,deny
0.8073833999458857,0.5471170312808432,0.7784849770357887,0.6993861041360444,0.8601402774149909,deny
0.6015762566081055,0.5023586857872997,0.744867033942486,0.520950803007086,0.6005537472122947,approve
0.24461792804143925,0.30783681844640093,0.4669803728075431,0.5590350849063815,0.2757008118228105,deny
0.21524817308488667,0.21028779612831253,0.5188714661688126,0.5351473782413607,0.22255220254501146,deny
0.36895374501227424,0.3659096174122042,0.5707363129648001,0.5448244231156468,0.38667292701353684,deny
0.40236121800826463,0.6510746672567973,0.6577154776685478,0.2682870656709916,0.3508249879256538,approve
0.15790372325411775,0.4996082684482581,0.3236524391174035,0.47806563388498763,0.20262906890689475,deny
0.4616617009396584,0.4520886252458865,0.5730536748386204,0.5906892699162976,0.5011653802042487,deny
0.442577255424957,0.42765149706075506,0.47353872668948477,0.7033794227587489,0.5279785670663297,approve
0.19193870338816518,0.43914330128378615,0.35238693595293147,0.531243694135367,0.24307585540414675,deny
0.4520238524454853,0.4698800692613611,0.5803137342282981,0.556923149499317,0.4819290512659103,deny
0.1880054945501554,0.5280042689997291,0.0,0.8761897243126945,0.4018378826019099,deny
0.8191254403896887,0.45502580410252813,0.9745290639726728,0.5512711474247064,0.7906424749581151,deny
0.3167541681445742,0.6644845136187428,0.42558169697658754,0.4278838327534409,0.34755367100972334,approve
0.450403384517095,0.5414807043313793,0.5928299139382381,0.4862630667556875,0.4638538492106641,deny
0.5507168395199344,0.0,0.6067738951179779,0.9999999999999999,0.6671102155686978,approve
0.48757242147018326,0.44079017333097903,0.7968436639691563,0.3663135084535404,0.4264145775063723,approve
0.3811415979081166,0.4176596850467506,0.5300138505016412,0.5689441195382074,0.41680554561193434,deny
0.5719669539976848,0.483032047203568,0.7505995049669061,0.4924812993089156,0.5596539506041074,deny
0.3837032370892359,0.7062057698530679,0.424693422351525,0.4794697840264327,0.43426416387740086,approve
0.23188217060001093,0.21904263069929217,0.6467172653834791,0.39776372294176265,0.18032347945331906,deny
0.6681937416124071,0.4847912063528527,0.7635137934638462,0.5936491881965793,0.6849962381283619,deny
0.4326056195832264,0.4279669417017624,0.5237078310553397,0.6316240878692736,0.4891873630719676,approve
0.4569356278440878,0.37382075875438725,0.7181698384987396,0.4722310418936535,0.4326651974933888,deny
0.3552777091426609,0.5585077088533842,0.6601510649743194,0.2774438943771395,0.2974143630551722,approve
0.6669490342898328,0.5122686278044896,0.7954818203283898,0.5336535444201109,0.6636321919614976,deny
0.6250739930107239,0.2872575058480552,0.8302721374261516,0.6105949744471864,0.618956067240844,deny
0.36050637381248857,0.15413510320296336,0.672243761923149,0.5738337910539961,0.35275254587966215,deny
0.449846644799085,0.4347628513963579,0.6639434175849704,0.4818089435337034,0.44186355307243935,approve
0.5508832535623136,0.4138647575135546,0.7822840503598916,0.4812669582035388,0.5241661124323541,approve
0.2752697034073023,0.3439585305095736,0.5471455687240314,0.4745853811670441,0.2728607194442316,deny
0.38053496128211783,0.3914405310602213,0.36907728323394895,0.7782067081932144,0.4999000032992371,approve
0.2698949219242761,0.34576910310385384,0.46202568217856455,0.567282580835361,0.3077736324140021,deny
0.2585641886435657,0.3944464275725121,0.421029647466009,0.5652564228437854,0.30618548812350865,deny
0.08445018147283079,0.27754784934914356,0.44983106491083735,0.40609327263603734,0.06856694086889553,deny
0.34466948291783334,0.9318481352475567,0.5306953790118104,0.1365803522250406,0.29749540880927894,approve
0.2955335591073125,0.23596714071916905,0.6955884764874485,0.40514286716683123,0.24097091854123415,deny
0.4894068292561953,0.8415817199341059,0.5813861707937359,0.32170003320659213,0.48285897110711534,approve
0.6554219523845,0.39437902247838813,0.9756775167133112,0.395213045269448,0.5735842583764155,approve
0.28573401726536307,0.5185290346358189,0.37379247021460194,0.5609831970838236,0.35043346209372267,deny
0.06854494235053937,0.24335732902251814,0.42487517541603353,0.4418623214871408,0.06379617722540876,deny
0.2782307606435935,0.6942614934455622,0.41326014196099137,0.3729004816798714,0.2968613903934292,approve
0.3841293808544561,0.42564394720001864,0.5279456201458486,0.5690376519094736,0.42086812218115044,deny
0.6986565632415016,0.2771140570217681,0.9004539839056838,0.6253006315605087,0.6862104500714131,approve
0.14675656888849542,0.2686914501425275,0.4615136022706866,0.47519458342694876,0.14940622630669387,deny
0.2497269790133726,0.6148315301834307,0.2142492042620654,0.6330793348993559,0.36783557806595113,approve
0.5697863758585715,0.13193224470950288,0.5515050417448982,0.9894028489987068,0.7032047410825307,approve
0.4890927616579751,0.39869990976084435,0.676580142592506,0.5420342597528549,0.4942326064450885,deny
0.4770349934304785,0.5687354023475591,0.5650774505046788,0.531156932315422,0.5106075716880916,deny
0.5345148528466853,0.16948331830519298,0.7940540671225971,0.6312157997976006,0.5285858204944713,approve
0.4602815157555379,0.6575407922325707,0.6864651190615538,0.30031222919859757,0.41506462996992677,approve
0.1403462225232467,0.2318268526013032,0.46338654129017753,0.49287579464559017,0.1446166110191554,deny
0.6174961350504105,0.6129102185340085,0.6305719996841592,0.592374663290312,0.6646852752396023,deny
0.0,0.04294357789808567,0.4180956164416443,0.5168043580015992,0.0,deny
0.48081058253559295,0.7384888685877058,0.6964618641501273,0.2527030773697138,0.42738614950435355,approve
0.29108215271944643,0.6394154375220578,0.5264864485939109,0.2960317257995997,0.26527298293819074,approve
0.6269488585725753,0.5031445239434569,0.9179481592978688,0.3467761917140701,0.5487814428412667,approve
0.5121257384542672,0.5686353338612056,0.5423692563679635,0.6010233890656841,0.5701144294209017,deny
0.27039820630363237,0.3699547057615434,0.5234972012370879,0.4770212086400252,0.27450778507919915,deny
0.4151498054243178,0.5864814354498428,0.5483084716821376,0.4618953673174146,0.4316959951443546,deny
0.37829388576886286,0.5409694299130703,0.7039984406439579,0.26696732366326764,0.3094369906277313,approve
0.17292206847303043,0.8508569782621515,0.3008607319798259,0.2590784755770384,0.18753841391083484,deny
0.568542360486989,0.29349582579280115,0.6132089861273399,0.7933521331693425,0.6490098029577539,approve
