limit_bal,marriage,age,bill_amt,pay_amt,default,other,post-grad,primary,secondary,customer_segments
-1.1173410954398700,1,24,-0.6607026563971780,-0.5427792980111310,1,0,0,0,1,2
-0.34994240117120300,0,26,-0.6363700295985650,-0.463994211745887,1,0,0,0,1,2
-0.5801620094518020,0,34,-0.4168078569623200,-0.35401308227610400,0,0,0,0,1,0
-0.8871214871592670,1,37,-0.0801515701949045,-0.40207728475292800,0,0,0,0,1,0
-0.8871214871592670,1,57,-0.39685473954269500,0.523770837558255,0,0,0,0,1,1
-0.8871214871592670,0,37,-0.06255045959055170,-0.41333490784255700,0,0,0,1,0,0
2.566172637049720,0,29,6.3924387876987900,2.748065165867880,0,0,0,1,0,2
-0.5034221400249350,0,23,-0.6456923877372420,-0.4678137624370110,0,0,0,0,1,2
-0.19646266231747000,1,28,-0.511409932409697,-0.43181129898478900,0,0,1,0,0,2
-1.1173410954398700,0,35,-0.6108198628481160,-0.29715843060104600,0,0,1,0,0,0
0.26397655424372700,0,34,-0.5912249981222080,-0.43709287864859200,0,0,1,0,0,0
0.7244157708049250,0,51,-0.4512935727835910,0.6564316914667230,0,0,0,1,0,1
3.5637909395989800,0,41,-0.5742469356808410,-0.12827580889445400,0,0,0,0,1,0
-0.7336417483055340,0,30,0.1985352770746940,-0.35982464744250300,1,0,0,0,1,2
0.6476759013780590,0,29,0.28915244031297400,-0.2264145036855370,0,0,0,1,0,2
-0.8871214871592670,0,23,-0.1707998858413340,-0.4420637771557010,0,0,1,0,0,2
-1.1173410954398700,0,24,-0.40510493563423400,-0.4393224728319280,1,0,0,1,0,2
1.1848549873661200,1,49,1.8271026980655500,6.058427716532160,0,0,0,1,0,1
0.1104968153899950,0,29,-0.6807025024290270,-0.5553710225383290,0,0,0,1,0,2
-0.27320253174433700,0,39,-0.3590980208657470,0.21641579677679600,0,0,1,0,0,0
-0.34994240117120300,1,39,-0.6757804219414380,-0.5264959503279180,1,0,0,0,1,0
-0.7336417483055340,0,26,0.008479627023857800,-0.3541592851733720,1,0,0,0,1,2
2.182473289915380,1,40,-0.6107004452835440,-0.14254886674023400,1,0,0,1,0,0
-0.5801620094518020,0,23,-0.5979824746565930,-0.2556550831391190,0,0,0,1,0,2
-0.8871214871592670,0,23,-0.12438539373289400,-0.41116013974569700,0,0,1,0,0,2
-0.8103816177324000,0,27,-0.6817253398299280,-0.5096826171421080,1,0,0,1,0,2
-0.8871214871592670,0,30,-0.3892509559202540,-0.4253966468671590,0,0,1,0,0,2
-0.8871214871592670,1,47,-0.5763211668567820,0.1677302319865830,0,0,1,0,0,1
-0.8871214871592670,0,26,-0.42867432843318900,-0.4347536322923060,0,0,0,1,0,2
0.49419616252432600,0,27,-0.38541401764986500,1.2262757589305500,0,0,0,1,0,2
-0.8871214871592670,0,33,-0.2864454129935610,-0.42864966133137000,1,0,0,0,1,0
-0.5034221400249350,0,32,0.6049495937904220,-0.2128176342396220,0,0,0,1,0,2
2.566172637049720,1,54,-0.35426680156859300,2.3413104303064100,0,0,0,0,1,1
2.566172637049720,1,58,-0.5293069908914680,0.27478730351100800,0,0,0,1,0,1
-0.04298292346373780,0,30,-0.6149916895061090,-0.5137031968169760,0,0,0,1,0,2
0.8778955096586570,1,40,2.096994182101,0.2107869852319820,0,0,0,0,1,0
-0.8103816177324000,0,22,-0.5969051205414300,0.41960127325487100,0,0,0,0,1,2
-0.8871214871592670,0,25,-0.6786775958993220,-0.5411162400547080,1,0,0,1,0,2
0.8778955096586570,0,31,-0.5466355179245150,0.12734168161632400,0,0,0,1,0,2
1.4918144650735900,0,33,3.604703239642650,3.9008932861874900,0,0,0,1,0,0
-0.7336417483055340,0,25,0.33916503556265800,-0.2018889676688460,0,0,0,1,0,2
-1.1940809648667300,0,22,-0.6216141722718480,-0.42329498021893300,0,0,0,0,1,2
-0.19646266231747000,1,37,0.3191184609185850,-0.18986377936856000,0,0,0,0,1,0
-0.9638613565861330,0,30,-0.29860523630783700,-0.3177913144779790,0,0,0,1,0,2
0.34071642367059300,0,29,-0.6807025024290270,-0.5553710225383290,1,0,0,1,0,2
-1.1173410954398700,0,22,-0.47476431629007400,-0.1884931272066740,1,0,0,1,0,2
-0.11972279289060400,0,46,-0.6551653158486400,-0.5154759069463490,1,1,0,0,0,1
1.64529420392732,0,32,-0.38263885729056600,1.1503050784377100,0,0,0,0,1,2
-1.1173410954398700,0,24,-0.38005580344818600,-0.4412231104964100,0,0,0,1,0,2
-0.7336417483055340,0,42,-0.08617956117179350,-0.4073405890545730,1,0,1,0,0,0
-0.5034221400249350,0,43,0.007726777160249790,-0.37981789364388900,0,0,1,0,0,0
1.108115117939260,1,49,-0.5661525016300490,0.005097784138194420,0,0,0,0,1,1
0.1104968153899950,0,25,-0.007937692070821700,-0.3681216618624570,0,0,0,1,0,2
-0.11972279289060400,0,29,-0.22185089469599400,-0.3202219376450580,0,0,0,1,0,2
2.566172637049720,1,45,-0.6589269691326680,-0.4368918496648490,0,0,0,1,0,1
0.1104968153899950,1,34,-0.5368718340037220,-0.022114230115794900,0,0,1,0,0,0
0.1104968153899950,1,34,1.7916616417277000,0.0671243633041042,0,0,0,0,1,0
0.26397655424372700,0,34,-0.6631870609470840,-0.5206478344372010,0,0,0,1,0,0
1.7987739427810500,1,29,5.249002626748900,1.4371734382395100,0,0,0,0,1,2
2.566172637049720,1,28,-0.39592016729821600,-0.3942554297490950,1,0,1,0,0,2
-0.7336417483055340,1,39,-0.046641963162310700,-0.3338736331774490,0,0,0,0,1,0
-0.8871214871592670,0,29,-0.27137543555133900,-0.44343442931758800,1,0,0,1,0,2
-0.8871214871592670,1,46,-0.5304336696528680,-0.5370956603798410,1,0,0,0,1,1
-0.27320253174433700,1,51,-0.6743370270305200,-0.5123690953794060,0,0,0,0,1,1
0.26397655424372700,1,57,0.5384885270379090,-0.3813530240652020,1,0,0,1,0,1
-1.1940809648667300,1,56,-0.6213779331767150,-0.5003621824412790,1,0,0,0,1,1
0.34071642367059300,0,30,-0.6584051662961670,-0.3872742414045530,0,0,0,1,0,2
-0.27320253174433700,0,29,-0.6601912376967270,0.20084518821776400,0,0,1,0,0,2
-1.1173410954398700,0,22,-0.4514052022461260,-0.487752182551922,0,1,0,0,0,2
-0.6569018788786680,0,31,-0.6746277828399140,-0.5197340663292770,0,0,0,1,0,2
1.1848549873661200,0,29,0.25945640724465600,-0.3031710247511890,1,0,0,0,1,2
0.26397655424372700,1,32,-0.6121023036502620,-0.19878215610190300,0,0,0,0,1,2
0.9546353790855240,0,37,-0.6663879708844250,-0.454600675596424,0,0,0,1,0,0
1.3383347262198500,0,32,-0.3115490618938700,2.0396755778805500,0,0,0,1,0,2
-1.1173410954398700,0,24,-0.41765156801636300,-0.45321174807237900,0,0,0,0,1,2
-0.8871214871592670,0,25,-0.3032235808159700,-0.4391762699346600,0,0,1,0,0,2
1.0313752485123900,1,45,-0.6761698270433040,-0.5234622402096080,0,0,0,1,0,1
-1.040601226013000,0,22,-0.29341057224894200,-0.40165695142328300,1,0,0,0,1,2
0.5709360319511920,0,44,-0.6807025024290270,-0.5553710225383290,1,0,0,0,1,0
2.3359530287691200,0,33,0.9153989172022410,-0.15466543185131200,0,0,1,0,0,0
1.4918144650735900,0,26,0.08487571594198370,2.393450038544570,0,0,0,1,0,2
-0.8103816177324000,0,30,-0.3080002833988630,-0.4576892118012090,1,0,1,0,0,2
1.7987739427810500,1,44,1.1389927306598100,-0.13955170734624200,0,0,0,0,1,0
-0.8871214871592670,0,49,-0.219909061254688,-0.44476853075515700,0,0,1,0,0,1
-0.04298292346373780,0,33,1.0508859323115600,1.3040922510013900,0,0,0,0,1,0
1.4918144650735900,1,45,-0.6715904230453570,-0.5126066750874660,1,0,0,1,0,1
-0.04298292346373780,0,32,-0.5986081188535920,-0.40522064704418800,0,0,0,0,1,2
-0.27320253174433700,1,35,-0.09261253345462330,0.4809333886587580,0,0,0,1,0,0
-1.1173410954398700,0,44,-0.5215422531602560,-0.44295926990146700,0,0,1,0,0,0
0.26397655424372700,1,53,1.5575123539755500,0.04406085626009180,1,0,0,1,0,1
0.8778955096586570,0,39,-0.6408274199979260,-0.4828543854934470,0,0,0,1,0,0
-0.5034221400249350,0,27,-0.6714736015147970,-0.417300661430949,0,0,0,1,0,2
-0.04298292346373780,1,37,-0.6698978088692450,-0.35401308227610400,0,0,0,0,1,0
-0.8103816177324000,0,23,-0.16710572944163000,-0.4409489800640330,0,0,0,0,1,2
