feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
1.1485339239905847,4.60607740883259,2.699069003365144,-2.6618238732325143,1.526433352171304,1.2366708028477555,0.21142087806093,1.482895635828049,-4.445626550751007,-1.9368311648688519
-1.149410236548333,-1.6505489965095994,2.5301670172035853,-3.227088244932273,0.5721377627907646,4.162599582206425,-0.2916786472284322,-1.2375753969465766,3.6047654369803657,-1.6356892700166714
0.3324265821096217,-0.8879852551635725,-0.3092157903391173,0.3998913807514667,0.8284921329936288,3.6419448861179538,-0.9169462334093339,-1.9780243859553037,1.0567721199680595,-1.8827473880355028
2.2455994150493015,3.826308829077451,0.26403914909945203,0.09547061925503489,1.9843804773814673,0.37399147811617917,-0.28027895832973165,1.602786202349855,-5.993331095146572,-2.258925018796898
0.7055033969818001,-1.3123292123582884,0.8954057336150243,-0.40540762447290324,1.1161869405850717,3.699562014370871,-1.4279851588397015,-1.494409493580813,1.1569078408147775,-1.4349640872711342
-1.1330255621265803,-1.9814619877554092,0.4194720828320122,-0.8057761348593437,0.050892957245962184,5.0934809484341175,-0.6113267029977656,-3.3422117600860455,4.34731301095513,-1.7097179686722186
1.4441869870724169,2.3505699687785633,2.895138272857626,-2.9890330518037365,2.3798340847564914,2.151477163783582,-0.42536888866434136,1.86047905635934,-3.537891860505094,-2.68742397984453
1.3904567945252437,2.0393147330522043,2.981498948459099,-2.807040697754052,1.902800180574,0.8416905428070267,-0.4246091643030815,2.243434108045227,-3.2940063339581975,-1.4814586694166767
0.974688086365753,1.6653696745388604,0.8810704624211154,-1.303059686134624,1.3926204582496662,-1.2897654397493705,0.42304100544020606,2.8673192657760227,-3.706111105233212,-1.2474617440264835
-2.7549076137478234,-1.0359009079792993,3.082871608273619,-5.4013251184786855,0.22511415123615444,2.7836221442406837,1.5487481516913018,0.4041117546076869,3.9022768806055925,-2.1885940264707466
-2.6446324820340443,-1.3735687614422338,2.436398427212149,-4.374015993526498,-0.04873399961044089,3.324717341868461,1.15574438288016,-0.6833001750627523,4.497754505217146,-1.9104942480995892
2.0581078539614825,0.5412622750284879,0.4012647807995453,-0.9509586962303852,3.3179314092995376,2.397658555874061,-0.671436243994686,2.036180518581618,-4.190005162316087,-4.331857666853102
1.0530268865012653,-2.314974055655496,1.047869000343488,0.23534103568334672,1.112747052759896,5.768213060890053,-2.5595043387778946,-3.346484367881494,2.6801174582551135,-1.2631813695758574
1.4472811548022233,2.8358885332721253,2.1759276383816086,-2.402580248219421,2.1167666423888503,0.513880848109735,0.04164345614364591,2.607767890164392,-4.497586514737562,-2.256326232449731
0.6603106474517415,2.303430894391571,2.8267333208042813,-2.944179439663739,1.0115639304835569,-1.236507966303304,0.39210144801345026,2.9497785083793877,-3.035297854769459,-0.2731849225792562
0.7312841365784375,2.0485401059762047,3.5107415115857163,-4.085682729770383,2.3229417152779455,3.138130988814087,-0.1371992847108606,1.5284164806015548,-2.2911741570718163,-3.182375989069416
-4.093100903935223,1.6517652165509888,0.5905354650556622,-3.667178618384611,-2.4886483365497836,-6.085921897283053,4.523510123408307,3.6320182687073883,1.2356511820844494,1.6367121286542137
1.932647833534105,3.3756701663534496,3.2047140129287817,-2.7306209484106305,2.167836377550249,1.0407982170422305,-0.5587758898595148,2.2723166780838424,-4.690569173851949,-1.7225533877515973
2.86191985324149,4.180590661558638,2.7972510303802154,-1.547094253030492,2.4137424970814423,1.8535226717753182,-1.2899283536953368,1.3842725416990462,-5.7599325142908535,-1.821753867825149
-0.012455602607827299,1.3788414952984274,2.6954112839843445,-3.645330751775757,1.501212566080131,1.2854849127959147,0.5346759126922781,1.9690626422779094,-1.5055802333052428,-2.1885631443844535
-2.724350352632804,-1.3294690193960115,1.6135385901653767,-3.630563243285666,-0.18604605845131642,3.512812357677035,1.243158244460846,-1.2114170026721993,4.549129213360915,-2.1405095054143826
-2.321101806820624,1.3134731786738776,1.9283144156291558,-3.3194110477604153,-1.6120505700246737,-4.086277973458199,2.467532600696874,2.6954674573599546,0.7826683568117719,1.98065878199576
3.4552365544943697,3.0977174742607088,0.1071894766863215,0.9140003868519126,3.0173203593786506,2.291363039715251,-1.5384666138909877,0.8800569449597169,-6.483161502512459,-3.2186620606452125
1.291882578340751,-0.6136671552753463,2.4391809479670448,-3.2842900390770495,3.03974533817179,1.200838837559433,-0.3591524007804348,3.5122420197811293,-2.6799317130052547,-3.1715666746055566
1.4603363143025037,0.7651059809547702,2.648541037368462,-3.0496873464687684,3.041583618510511,3.7457267828319063,-0.8147779150172393,1.4578044877502983,-2.540691885927707,-3.891105197095195
-1.1987272760421233,-1.9774477289346175,1.659186263746014,-2.2686377729084244,0.49181780448542517,5.552761437779553,-0.579056379425408,-2.688232186895888,4.372215455054109,-2.144947108730779
0.4844932796282637,2.0629883830480225,4.039627369737077,-5.027651324398889,2.555806025340958,3.139376123874737,0.17470481617356395,2.1537086019947678,-2.321098557790009,-3.614139772704097
-1.4024657150474118,-2.463089901741552,2.8732195530685627,-3.3177867510658574,0.2945085125609903,5.159917456132027,-0.6927555749939659,-2.250047850239297,5.1830857648703885,-1.2835442878521226
-2.943169637053421,-2.4114548304640544,2.7431110239646483,-4.547841950082936,-0.11783769005861233,5.20978150037804,0.6555899425457927,-2.0877568357072507,6.405860610825381,-2.1326759202752212
2.1395805809192487,1.7190567266452352,2.4799439732194006,-2.367733910124593,2.878801290451939,1.5625311970799944,-0.8055323653966088,2.5761004338628393,-4.405585187776097,-2.7487059210639515
