date,ANTM,SPY,EWJ
2014-01-02,-0.011942256506442761,-0.005984352789262015,-0.011659045029456805
2014-01-03,0.004855487523865887,0.00046121684833333454,0.0005835764902042406
2014-01-06,0.008953430034788434,0.002593835408856715,0.0025859192525857777
2014-01-07,-0.011832509081603826,-0.004393612973339955,-0.004181650915781487
2014-01-08,-0.008565804954751899,-9.539176033235286e-05,-0.0026234696427083204
2014-01-09,0.011267743834630695,3.270886655593053e-05,-0.004817875981226849
2014-01-10,-0.008430766908700815,0.0009294465568230326,-0.004841200283794533
2014-01-13,-0.004137061218720706,-0.005522484791381732,-0.0036134069859201645
2014-01-14,0.003084296834910849,-0.002467154803695415,0.0025427261358897946
2014-01-15,0.02129546985286468,-0.008240940292106869,-0.006477495925446108
2014-01-16,0.035046885840252506,-0.0017718007347283793,-0.003197143331672536
2014-01-17,0.004835679662314019,-0.0017749455846191031,-0.0051651601616196086
2014-01-21,-0.011914888658424161,0.0001440969201320641,-0.000828809415274967
2014-01-22,0.005734717496070352,-0.0018974558325020041,0.0016589938202480337
2014-01-23,0.0032139816889908968,-0.009439465594382579,-0.016810898099457572
2014-01-24,0.01762060791968756,0.012745151747562078,0.01255001052853244
2014-01-27,-0.0010526627043969672,0.009835556159777381,0.015055230946389608
2014-01-28,-0.00033673415134138907,-0.0024125621353838778,-0.00554256516844176
2014-01-29,-0.006602492175042718,0.006255887606466115,0.0018086297476530566
2014-01-30,0.03284872805782424,-0.0078198618866121,-0.00314926660914594
2014-01-31,-0.018796116946042773,-0.005344906987454157,-0.021760633036597476
2014-02-03,-0.007838460558765248,0.015685944383646344,0.02158526399085592
2014-02-04,0.003325864724828431,0.0010833000741204968,0.007099209202012791
2014-02-05,-0.004788834638846939,0.0020062785388127446,-0.006154403113403983
2014-02-06,-0.0020858581150369204,-0.011690120304149065,-0.012233516236394681
2014-02-07,-0.013744985173556823,0.011198891982418635,0.013374211321425244
2014-02-10,0.002204850671477021,0.004528339860292441,-0.0017100013153855675
2014-02-11,-0.007993997116725327,0.009719868546638866,0.01177090653548829
2014-02-12,0.006553149087072496,0.004136581601719591,0.0003038722000350269
2014-02-13,-0.004672924767091358,0.0014079443189585206,-0.011066267413097353
2014-02-14,0.024818092659693702,0.0068105702242415855,0.0032473231525362856
2014-02-18,0.00996533050628945,0.003029733857071726,-0.021264418420357423
2014-02-19,-0.003075281995415624,-0.0015170759243577914,-0.005690390998835948
2014-02-20,-0.0015822244482134318,-0.0007664855550090222,-0.011445913722089918
2014-02-21,0.00962240058372843,0.0031254165181935356,-0.012850313582737805
2014-02-24,0.028044401282804277,0.0058842670426813015,0.008963367108339781
2014-02-25,-0.009358575123984636,-0.0032187626364739153,-0.0027466632333376095
2014-02-26,-0.006403326403326415,0.0005895779919731226,-0.0031415415070791264
2014-02-27,-0.002873563218390718,0.0013514463178494474,-0.004662407183560924
2014-02-28,-0.017783497943538285,0.005789879991578539,-0.006852879944483137
2014-03-03,-0.014129962668308904,-0.008746199200792226,-0.022831050228310557
2014-03-04,-0.012687312130185813,-0.014906865930257585,-0.02442250044083938
2014-03-05,0.005226116263189251,0.0016139100371865833,-0.009122988208968175
2014-03-06,0.003922492426192914,0.0029855834405319026,-0.01619907930165909
2014-03-07,0.0004747534828899447,-0.001192271742363138,-0.006453267233642479
2014-03-10,0.0018544780189810872,-0.0017652860747109367,-0.004731589814177539
2014-03-11,0.01310975609756082,0.00046074480863111944,0.006742155761085722
2014-03-12,0.005959546021237383,0.004694835680751019,0.012270472543729927
2014-03-13,-0.0011324967814654308,0.0044947850855588944,0.011629955947136561
2014-03-14,-0.0004973660988850659,0.004533903432697439,0.014842217864146856
2014-03-17,0.015725659739314723,-0.006553586238009279,-0.007284079084287187
2014-03-18,0.024253151487375613,-0.0061754404798646245,-0.0022008623787281856
2014-03-19,0.024758916861676195,-0.0020831888526724462,0.004436875364137505
2014-03-20,0.0010188256904677395,0.0007297026394921247,0.017556495903484293
2014-03-21,0.007681046066221553,-0.00020032158291460878,-0.004169721407624616
