date,ANTM,SPY,EWJ
2014-01-02,-0.0455574911197798,0.027185730980866074,0.11805490713434375
2014-01-03,-0.009777537359406896,-0.023939342706736366,-0.08204138193163202
2014-01-06,-0.02638419436497741,-0.027251656416430903,0.04710610240902602
2014-01-07,0.0036089775615205655,0.1231264687993121,-0.051264217535299306
2014-01-08,0.016775751126433924,-0.05362926985633454,-0.024076451033216872
2014-01-09,0.005428816935127534,0.16565632347873416,-0.014877576462327236
2014-01-10,-0.01683021357976977,0.32727846576633524,-0.036799814064503056
2014-01-13,-0.01482615236531748,0.006069261700852091,-0.027190661698488383
2014-01-14,-0.0016372907182347074,0.10608234529851257,0.06304195278432156
2014-01-15,-0.005658259218458417,-0.254754846223916,-0.026101164704335544
2014-01-16,-0.051200291987555824,0.08027327111076621,0.054389605436968136
2014-01-17,0.017127571157740662,0.023096585949045068,-0.025978861516104623
2014-01-21,-0.015731825053241222,0.008672930949073065,-0.011321165236310882
2014-01-22,-0.013998930372760565,0.03775167905572907,-0.06918969012169685
2014-01-23,-0.016331831287333287,-0.17860261570190028,0.057756480863906834
2014-01-24,-0.04508668221807155,-0.08897808667487195,0.09373147461275333
2014-01-27,-0.02948007934187924,-0.2616206197566062,0.06551321896457307
2014-01-28,-0.0009670960257142092,0.23375124912493428,-0.0050744224113156156
2014-01-29,0.14030381464627362,-0.3497289300713251,0.026181579415351264
2014-01-30,0.09901979450408604,0.2626803460860817,-0.01259109276671233
2014-01-31,-0.03499412576169325,-0.04871900072099433,-0.03125004187065605
2014-02-03,-0.05918583864768534,-0.12744058883497988,-0.1311280242441748
2014-02-04,-0.018331237446229665,-0.0029858505689295267,-0.025948532702735783
2014-02-05,0.005834870581772789,-0.019903010443986346,0.061590027532403724
2014-02-06,0.003184316047773028,0.06371443272073585,-0.028627661486113398
2014-02-07,-0.00833072518514677,0.15747750992996978,0.11337725030070622
2014-02-10,0.006895264968596826,0.11111112591043892,-0.02891372850276741
2014-02-11,0.021267308299725007,0.04959562565753062,0.04673185574189653
2014-02-12,0.020642910808804982,0.08221748306053644,-0.005130272573527606
2014-02-13,0.02094754538500543,0.03926917248077788,0.02916631472899356
2014-02-14,0.013103211075297105,-0.02453421821472701,-0.00692645726572283
2014-02-18,0.04706623459750059,0.006590442845393785,0.012680260252317832
2014-02-19,-0.004398653833678878,0.055585202687904456,0.030638769908003738
2014-02-20,0.02249684887887038,0.033670893888386066,0.07421196579816525
2014-02-21,0.02006872130563453,-0.13935831666489618,-0.033615478759823514
2014-02-25,0.05761884909696979,0.011240786174717687,0.004671325187752595
2014-02-26,0.000731044463345043,0.017588261952897755,-0.04981731246146226
2014-02-27,-0.007105847538934507,-0.031388245959825145,0.054002064316601484
2014-02-28,-0.029830778044488748,0.12234115308208304,-0.07627255536149236
2014-03-03,0.05991034298918252,0.15301447742076513,0.12439413712954717
2014-03-04,-0.038116294266514306,-0.16271374468294175,-0.0622605069706057
2014-03-05,0.0005409959488349436,0.05454548774391621,0.03719782092394319
2014-03-06,-0.018045444803503674,-0.0692154136217692,0.007714383556544746
2014-03-07,0.003923201419072875,0.005100660313255734,0.03273881163790349
2014-03-10,0.0378445158765075,0.05275114957047844,0.029468732962971034
2014-03-11,-0.004888345512826575,-0.05137641218247735,-0.04408276845861203
2014-03-12,-0.0006638548771003006,0.07488629602482777,0.045668189969335304
2014-03-13,0.010960568066496146,0.09840760085734002,-0.026348205392650925
2014-03-14,0.009527548971179467,0.03477174688809326,-0.03926741676169421
2014-03-17,-0.017117956125058953,0.05221103292778373,0.03524430238069143
2014-03-18,0.004436825585616422,-0.2978404357540405,0.03884504125265409
2014-03-19,-0.015031654440937126,0.19434065637161735,-0.01609956138346913
2014-03-20,0.06733598928847684,0.0030925125892494743,0.004818656125945342
2014-03-21,-0.07619462981991021,0.053733683288025635,0.035617580812329463
2014-03-24,-0.010589941183005824,0.02037228977394645,0.07165350050557162
2014-03-25,0.00521439705373572,0.0478069109178515,0.061542157860068225
2014-03-26,0.002525438734570118,0.014183512265936726,-0.05440848489429362
2014-03-27,0.021650354811320716,0.14871407536735726,0.07051452716702022
2014-03-28,-0.004598198241765883,0.02848593361490981,-0.025578870976353918
2014-03-31,0.027448625474827848,0.13131775277371605,-0.056275214248496463
2014-04-01,-0.015573087067406122,0.1090097088985138,-0.0020906979601966746
2014-04-02,0.011450887758709172,-0.18048318936853291,0.023683719003261494
2014-04-03,-0.007591114376035657,0.0017341578760943221,0.05178855424833895
2014-04-04,0.017474470366841688,0.07876513432269427,-0.023519441934274243
2014-04-07,-0.042968248290239375,0.17116876086738397,0.0405475671061315
2014-04-08,0.0008699704065231462,0.11612236991809066,-0.006494579362153696
2014-04-09,0.011754454649884782,0.14884905142514537,-0.009721793929011735
2014-04-10,-0.22089363344732638,-0.15877399595429642,0.04510836783808858
2014-04-11,0.017371136924612673,-0.0820454591043891,-0.007692939449881919
2014-04-14,-0.052405205360434914,-0.061828940525004095,0.012937983231750105
2014-04-15,0.0007476896571712022,0.06743699113385482,0.04697548928751916
2014-04-16,0.019603925712299408,0.12468540312581133,0.0158038399050644
2014-04-17,-0.03470030120105427,0.00818400513316031,-0.054335603857636694
2014-04-21,0.24645947161485737,0.1302408870195464,0.02276274746930884
2014-04-22,-0.02766901026782098,0.07230767342189326,0.0014358670185545819
2014-04-23,0.08280417253769379,0.056661153669161246,-0.0019715075275357208
2014-04-24,-0.005607886105099658,-0.0017002468929526726,-0.023345593714823143
2014-04-25,0.047435429769019155,0.05423812405236528,0.0013790705370371192
2014-04-28,-0.05343760356509886,0.13383874204099877,0.04801690684267679
2014-04-29,0.04784387336987339,-0.027181075043249736,-0.01918529756299825
2014-04-30,-0.10622926705782831,-0.015434897967830596,0.0008038553096452183
2014-05-01,-0.134055013395875,-0.1508181661694321,-0.055064695846820944
2014-05-02,-0.015241071685739627,-0.03773074627230555,-0.005572370040354047
2014-05-05,0.018259300636989995,0.07505954929725589,0.038370209310380154
2014-05-06,-0.014687017700739213,-0.01341674557679362,-0.03347663195030026
2014-05-07,0.042464690370105806,0.060998214141946505,0.0026497812882722016
2014-05-09,0.010183294380782693,0.07274418051814413,-0.0598865093443699
2014-05-12,-0.006636392395116042,-0.14735673088130552,0.026366163918496666
2014-05-13,-0.006511643170008963,-0.01593513809281899,-0.015491762377125573
