date,close,volume
2017-08-17 05:00:00.000,4315.32,23.234916
2017-08-17 06:00:00.000,4324.35,7.229691000000001
2017-08-17 07:00:00.000,4349.99,4.443249
2017-08-17 08:00:00.000,4360.69,0.972807
2017-08-17 09:00:00.000,4444.0,10.763623
2017-08-17 10:00:00.000,4460.0,24.865399
2017-08-17 11:00:00.000,4427.3,27.018053
2017-08-17 12:00:00.000,4411.0,23.032398
2017-08-17 13:00:00.000,4459.0,31.312436
2017-08-17 14:00:00.000,4470.82,51.735897
2017-08-17 15:00:00.000,4352.34,68.48127
2017-08-17 16:00:00.000,4354.18,67.458791
2017-08-17 17:00:00.000,4289.24,59.664912
2017-08-17 18:00:00.000,4256.97,51.275163
2017-08-17 19:00:00.000,4325.23,46.71085
2017-08-17 20:00:00.000,4346.74,48.975472
2017-08-17 21:00:00.000,4333.55,61.773036
2017-08-17 22:00:00.000,4336.8,57.376142
2017-08-17 23:00:00.000,4285.08,81.645263
2017-08-18 00:00:00.000,4286.53,82.435474
2017-08-18 01:00:00.000,4243.59,75.684883
2017-08-18 02:00:00.000,4267.59,54.071337
2017-08-18 03:00:00.000,4292.39,64.001349
2017-08-18 04:00:00.000,4287.92,50.797515
2017-08-18 05:00:00.000,4313.56,64.169286
2017-08-18 06:00:00.000,4279.46,64.235424
2017-08-18 07:00:00.000,4300.25,69.18680400000001
2017-08-18 08:00:00.000,4282.73,74.829849
2017-08-18 09:00:00.000,4304.15,45.653156
2017-08-18 10:00:00.000,4356.31,51.563675
2017-08-18 11:00:00.000,4340.31,24.093449
2017-08-18 12:00:00.000,4331.71,15.118957
2017-08-18 13:00:00.000,4293.09,46.533767
2017-08-18 14:00:00.000,4259.4,74.368943
2017-08-18 15:00:00.000,4236.89,39.947717
2017-08-18 16:00:00.000,4250.34,45.038824
2017-08-18 17:00:00.000,4193.35,62.69146600000001
2017-08-18 18:00:00.000,4117.41,25.318654
2017-08-18 19:00:00.000,4136.28,60.598026
2017-08-18 20:00:00.000,4021.11,19.968037
2017-08-18 21:00:00.000,3975.69,14.738631
2017-08-18 22:00:00.000,4113.75,29.906205
2017-08-18 23:00:00.000,4108.37,44.936836
2017-08-19 00:00:00.000,4163.49,41.308877
2017-08-19 01:00:00.000,4148.53,28.835177
2017-08-19 02:00:00.000,4156.39,18.754474
2017-08-19 03:00:00.000,4138.55,19.61192
2017-08-19 04:00:00.000,4068.26,17.353232000000002
2017-08-19 05:00:00.000,4077.0,12.514194
2017-08-19 06:00:00.000,3986.87,51.455431
2017-08-19 07:00:00.000,4033.47,31.429222
2017-08-19 08:00:00.000,3999.0,18.006404999999994
2017-08-19 09:00:00.000,4068.2,5.184223
2017-08-19 10:00:00.000,4000.58,5.886831
2017-08-19 11:00:00.000,3957.6,48.178583
2017-08-19 12:00:00.000,4095.0,22.230984
2017-08-19 13:00:00.000,4039.84,12.705664
2017-08-19 14:00:00.000,4042.41,4.3344260000000014
2017-08-19 15:00:00.000,3972.05,8.244504
2017-08-19 16:00:00.000,4000.0,4.084177
2017-08-19 17:00:00.000,4027.37,3.069548
2017-08-19 18:00:00.000,4086.29,17.148201999999998
2017-08-19 19:00:00.000,4076.12,1.623129
